participant_ID,cat2,OP1Q1,OP1Q2,OP1Q3,OP1Q4,OP1Q6,OP1Q7,OP1Q8,OP1Q9,OP1Q10,OP1Q11,OP1Q13,OP2Q1,OP2Q2,OP2Q3,OP2Q4,OP2Q6,OP2Q7,OP2Q8,OP2Q9,OP2Q10,OP2Q11,OP2Q13,OP3Q1,OP3Q2,OP3Q3,OP3Q4,OP3Q6,OP3Q7,OP3Q8,OP3Q9,OP3Q10,OP3Q11,OP3Q13,OP4Q1,OP4Q2,OP4Q3,OP4Q4,OP4Q6,OP4Q7,OP4Q8,OP4Q9,OP4Q10,OP4Q11,OP4Q13,OP5Q1,OP5Q2,OP5Q3,OP5Q4,OP5Q6,OP5Q7,OP5Q8,OP5Q9,OP5Q10,OP5Q11,OP5Q13,OP6Q1,OP6Q2,OP6Q3,OP6Q4,OP6Q6,OP6Q7,OP6Q8,OP6Q9,OP6Q10,OP6Q11,OP6Q13,OP8Q1,OP8Q2,OP8Q3,OP8Q4,OP8Q6,OP8Q7,OP8Q8,OP8Q9,OP8Q10,OP8Q11,OP8Q13,OP9Q1,OP9Q2,OP9Q3,OP9Q4,OP9Q6,OP9Q7,OP9Q8,OP9Q9,OP9Q10,OP9Q11,OP9Q13,OP11Q1,OP11Q2,OP11Q3,OP11Q4,OP11Q6,OP11Q7,OP11Q8,OP11Q9,OP11Q10,OP11Q11,OP11Q13,OP12Q1,OP12Q2,OP12Q3,OP12Q4,OP12Q6,OP12Q7,OP12Q8,OP12Q9,OP12Q10,OP12Q11,OP12Q13,OP13Q1,OP13Q2,OP13Q3,OP13Q4,OP13Q6,OP13Q7,OP13Q8,OP13Q9,OP13Q10,OP13Q11,OP13Q13,OP14Q1,OP14Q2,OP14Q3,OP14Q4,OP14Q6,OP14Q7,OP14Q8,OP14Q9,OP14Q10,OP14Q11,OP14Q13,OP15Q1,OP15Q2,OP15Q3,OP15Q4,OP15Q6,OP15Q7,OP15Q8,OP15Q9,OP15Q10,OP15Q11,OP15Q13,OP16Q1,OP16Q2,OP16Q3,OP16Q4,OP16Q6,OP16Q7,OP16Q8,OP16Q9,OP16Q10,OP16Q11,OP16Q13,NP1Q1,NP1Q2,NP1Q3,NP1Q4,NP1Q6,NP1Q7,NP1Q8,NP1Q9,NP1Q10,NP1Q11,NP1Q13,NP2Q1,NP2Q2,NP2Q3,NP2Q4,NP2Q6,NP2Q7,NP2Q8,NP2Q9,NP2Q10,NP2Q11,NP2Q13,NP3Q1,NP3Q2,NP3Q3,NP3Q4,NP3Q6,NP3Q7,NP3Q8,NP3Q9,NP3Q10,NP3Q11,NP3Q13,NP4Q1,NP4Q2,NP4Q3,NP4Q4,NP4Q6,NP4Q7,NP4Q8,NP4Q9,NP4Q10,NP4Q11,NP4Q13,NP5Q1,NP5Q2,NP5Q3,NP5Q4,NP5Q6,NP5Q7,NP5Q8,NP5Q9,NP5Q10,NP5Q11,NP5Q13,ME1,ME2,q_riska,q_riskb,q_riskc,Q16_1_20,Q16_2_20,Q16_3_20,Q16_4_20,Q16_1_16,Q16_2_16,Q16_3_16,Q16_4_16,Q17_1_20,Q17_2_20,Q17_3_20,Q17_4_20,Q17_5_20,Q17_6_20,Q17_1_16,Q17_2_16,Q17_3_16,Q17_4_16,Q17_5_16,Q17_6_16,outcomes_ans_OP1,outcomes_ans_OP2,outcomes_ans_OP3,outcomes_ans_OP4,outcomes_ans_OP5,outcomes_ans_OP6,outcomes_ans_OP8,outcomes_ans_OP9,outcomes_ans_OP11,outcomes_ans_OP12,outcomes_ans_OP13,outcomes_ans_OP14,outcomes_ans_OP15,outcomes_ans_OP16,outcomes_ans_NP1,outcomes_ans_NP2,outcomes_ans_NP3,outcomes_ans_NP4,outcomes_ans_NP5,ms_OP1Q1,ms_OP1Q2,ms_OP1Q3,ms_OP1Q4,ms_OP1Q6,ms_OP1Q7,ms_OP1Q8,ms_OP1Q9,ms_OP1Q10,ms_OP1Q11,ms_OP1Q13,ms_OP2Q1,ms_OP2Q2,ms_OP2Q3,ms_OP2Q4,ms_OP2Q6,ms_OP2Q7,ms_OP2Q8,ms_OP2Q9,ms_OP2Q10,ms_OP2Q11,ms_OP2Q13,ms_OP3Q1,ms_OP3Q2,ms_OP3Q3,ms_OP3Q4,ms_OP3Q6,ms_OP3Q7,ms_OP3Q8,ms_OP3Q9,ms_OP3Q10,ms_OP3Q11,ms_OP3Q13,ms_OP4Q1,ms_OP4Q2,ms_OP4Q3,ms_OP4Q4,ms_OP4Q6,ms_OP4Q7,ms_OP4Q8,ms_OP4Q9,ms_OP4Q10,ms_OP4Q11,ms_OP4Q13,ms_OP5Q1,ms_OP5Q2,ms_OP5Q3,ms_OP5Q4,ms_OP5Q6,ms_OP5Q7,ms_OP5Q8,ms_OP5Q9,ms_OP5Q10,ms_OP5Q11,ms_OP5Q13,ms_OP6Q1,ms_OP6Q2,ms_OP6Q3,ms_OP6Q4,ms_OP6Q6,ms_OP6Q7,ms_OP6Q8,ms_OP6Q9,ms_OP6Q10,ms_OP6Q11,ms_OP6Q13,ms_OP8Q1,ms_OP8Q2,ms_OP8Q3,ms_OP8Q4,ms_OP8Q6,ms_OP8Q7,ms_OP8Q8,ms_OP8Q9,ms_OP8Q10,ms_OP8Q11,ms_OP8Q13,ms_OP9Q1,ms_OP9Q2,ms_OP9Q3,ms_OP9Q4,ms_OP9Q6,ms_OP9Q7,ms_OP9Q8,ms_OP9Q9,ms_OP9Q10,ms_OP9Q11,ms_OP9Q13,ms_OP11Q1,ms_OP11Q2,ms_OP11Q3,ms_OP11Q4,ms_OP11Q6,ms_OP11Q7,ms_OP11Q8,ms_OP11Q9,ms_OP11Q10,ms_OP11Q11,ms_OP11Q13,ms_OP12Q1,ms_OP12Q2,ms_OP12Q3,ms_OP12Q4,ms_OP12Q6,ms_OP12Q7,ms_OP12Q8,ms_OP12Q9,ms_OP12Q10,ms_OP12Q11,ms_OP12Q13,ms_OP13Q1,ms_OP13Q2,ms_OP13Q3,ms_OP13Q4,ms_OP13Q6,ms_OP13Q7,ms_OP13Q8,ms_OP13Q9,ms_OP13Q10,ms_OP13Q11,ms_OP13Q13,ms_OP14Q1,ms_OP14Q2,ms_OP14Q3,ms_OP14Q4,ms_OP14Q6,ms_OP14Q7,ms_OP14Q8,ms_OP14Q9,ms_OP14Q10,ms_OP14Q11,ms_OP14Q13,ms_OP15Q1,ms_OP15Q2,ms_OP15Q3,ms_OP15Q4,ms_OP15Q6,ms_OP15Q7,ms_OP15Q8,ms_OP15Q9,ms_OP15Q10,ms_OP15Q11,ms_OP15Q13,ms_OP16Q1,ms_OP16Q2,ms_OP16Q3,ms_OP16Q4,ms_OP16Q6,ms_OP16Q7,ms_OP16Q8,ms_OP16Q9,ms_OP16Q10,ms_OP16Q11,ms_OP16Q13,ms_NP1Q1,ms_NP1Q2,ms_NP1Q3,ms_NP1Q4,ms_NP1Q6,ms_NP1Q7,ms_NP1Q8,ms_NP1Q9,ms_NP1Q10,ms_NP1Q11,ms_NP1Q13,ms_NP2Q1,ms_NP2Q2,ms_NP2Q3,ms_NP2Q4,ms_NP2Q6,ms_NP2Q7,ms_NP2Q8,ms_NP2Q9,ms_NP2Q10,ms_NP2Q11,ms_NP2Q13,ms_NP3Q1,ms_NP3Q2,ms_NP3Q3,ms_NP3Q4,ms_NP3Q6,ms_NP3Q7,ms_NP3Q8,ms_NP3Q9,ms_NP3Q10,ms_NP3Q11,ms_NP3Q13,ms_NP4Q1,ms_NP4Q2,ms_NP4Q3,ms_NP4Q4,ms_NP4Q6,ms_NP4Q7,ms_NP4Q8,ms_NP4Q9,ms_NP4Q10,ms_NP4Q11,ms_NP4Q13,ms_NP5Q1,ms_NP5Q2,ms_NP5Q3,ms_NP5Q4,ms_NP5Q6,ms_NP5Q7,ms_NP5Q8,ms_NP5Q9,ms_NP5Q10,ms_NP5Q11,ms_NP5Q13,ms_me1,ms_me2,ms_riska,ms_riskb,ms_riskc
1057,2,90,90,95,95,100,100,100,95,4,4,5,99,95,98,95,100,100,100,98,4,4,5,100,105,100,100,100,100,110,100,6,4,1,98,100,105,97,100,99,100,100,2,2,3,100,95,100,100,100,100,100,100,4,4,4,95,96,100,99,100,95,100,95,4,4,5,90,90,90,95,100,98,95,95,3,4,5,98,97,95,100,95,100,100,95,4,4,4,95,95,95,98,100,100,100,100,4,4,5,100,98,98,99,100,99,100,98,4,4,4,97,97,95,100,97,97,100,98,4,4,4,100,105,105,100,100,100,90,105,5,5,1,85,97,100,98,95,100,100,95,3,3,4,100,103,100,102,100,100,103,102,5,5,2,96,99,100,97,101,100,98,100,4,4,4,100,95,98,85,100,100,100,99,4,4,4,100,100,102,99,100,100,103,100,4,4,2,95,95,95,100,101,100,99,95,3,4,4,96,96,98,98,100,98,93,98,4,3,4,10,15,103,105,101,1,,5,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,10,0,10,9,10,8,10,0,0,8,9,9,10,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1058,2,85,85,100,85,100,100,100,105,4,4,5,100,90,100,80,100,100,100,100,4,4,4,100,105,100,100,98,100,100,115,5,6,1,88,100,97,93,100,100,100,100,4,4,4,90,90,95,98,88,100,100,100,4,4,5,90,85,85,95,100,100,100,90,4,4,5,90,80,79,95,100,100,100,105,4,3,5,90,100,85,98,100,100,100,100,4,4,4,80,80,90,90,100,100,100,100,4,4,4,100,100,100,100,100,100,100,100,4,4,2,95,100,95,100,100,100,100,96,4,4,4,110,110,110,100,100,100,110,120,7,7,1,90,95,94,95,100,100,100,106,4,4,5,100,100,100,95,100,100,100,100,4,4,4,90,90,90,95,100,100,100,100,4,4,4,98,93,95,100,100,100,100,100,4,4,4,100,100,110,100,100,100,100,102,4,4,1,93,91,92,95,105,100,100,104,4,4,5,93,95,100,94,100,100,100,100,3,3,3,0,0,108,113,114,1,,6,6,2,,5,6,1,1,0,0,0,0,1,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1059,2,80,80,80,90,100,100,100,120,4,4,5,80,80,80,80,100,100,100,120,4,4,5,100,80,80,95,100,100,100,115,4,4,1,85,90,90,95,100,100,100,105,4,4,5,90,90,90,85,95,100,100,110,4,4,5,80,80,80,80,100,100,100,110,4,4,5,80,80,80,95,100,100,100,100,4,4,5,79,80,80,79,95,100,100,120,4,4,5,80,80,80,80,100,100,100,120,4,4,5,85,85,90,79,95,100,100,119,4,4,5,80,80,80,80,100,100,100,120,4,4,5,120,120,120,109,100,100,100,120,7,7,1,79,80,85,79,95,100,100,120,4,4,5,110,110,100,115,105,100,100,100,4,1,1,79,79,79,79,95,100,110,120,4,3,5,90,79,90,90,95,100,100,115,4,3,5,100,105,120,100,100,100,105,100,4,4,1,80,80,80,80,95,100,100,120,4,4,5,95,79,95,79,95,100,100,115,4,3,5,0,0,200,200,200,1,,6,6,1,,6,6,1,0,0,0,0,0,1,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,2,85,80,95,95,100,95,95,110,4,3,5,97,97,98,90,100,100,100,105,2,3,5,100,98,105,100,100,100,110,105,6,4,2,85,97,100,90,100,100,100,100,4,3,5,100,95,100,100,95,100,100,100,3,3,4,95,95,90,100,100,100,100,95,4,3,5,97,90,98,95,100,97,97,95,2,1,5,100,97,90,100,100,100,100,100,4,4,5,85,79,98,97,100,98,100,97,4,5,5,100,95,97,95,100,95,98,94,4,4,5,90,95,95,95,100,95,98,95,3,4,5,105,105,105,105,100,100,105,110,4,4,1,97,97,100,100,100,100,100,100,4,4,5,100,102,100,103,100,100,98,105,6,4,1,90,90,98,99,100,100,98,100,3,3,5,95,80,98,100,100,100,97,99,4,4,5,100,100,105,98,100,100,102,100,4,4,2,98,98,95,97,100,100,100,90,4,4,5,95,95,100,98,101,100,98,100,4,3,3,0,0,105,177,200,1,,6,6,1,,6,,1,0,0,0,0,0,1,0,0,0,0,0,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1061,2,99,90,90,90,99,100,100,102,4,4,5,99,90,98,90,98,100,100,99,4,4,5,100,100,110,100,100,100,110,105,4,4,2,98,98,100,99,100,100,100,100,2,4,5,100,95,95,100,99,100,100,99,4,4,5,100,100,100,100,100,100,100,100,4,4,3,100,97,95,95,97,100,100,100,4,4,5,100,85,80,100,100,100,100,120,4,4,5,100,90,97,98,96,100,100,100,3,4,4,98,97,96,96,100,100,100,100,4,4,5,99,99,99,100,100,100,100,100,4,4,5,110,120,120,110,103,100,100,100,4,4,1,95,97,98,98,100,100,100,100,4,4,5,110,115,120,120,105,100,116,110,4,4,1,99,100,100,99,100,100,100,100,4,4,5,98,95,100,100,100,100,100,100,4,4,5,101,101,105,101,100,100,102,100,4,4,1,100,100,100,98,100,100,100,99,3,4,5,100,99,100,100,99,100,100,100,4,4,5,2,1,105,110,110,1,1,5,4,1,1,,6,1,0,0,0,0,0,1,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1066,2,100,95,95,90,100,95,90,85,3,3,5,100,95,95,85,100,100,100,85,2,4,4,100,110,105,100,100,100,110,105,4,4,1,98,99,99,99,105,99,98,99,2,1,3,100,98,99,97,100,100,99,100,3,2,4,99,97,95,90,95,100,95,90,3,4,4,95,95,95,95,100,100,100,95,4,3,4,100,100,90,90,100,95,95,95,3,3,4,99,99,100,99,100,100,98,99,2,2,4,100,100,95,95,100,90,90,85,3,4,4,99,99,95,99,100,99,99,95,3,3,4,100,105,100,105,100,100,110,110,4,4,2,90,95,95,95,100,95,95,95,4,4,5,100,100,100,100,100,100,95,95,4,4,2,96,98,99,95,100,99,99,99,2,2,4,99,99,100,99,100,99,99,100,3,3,4,106,101,107,100,100,100,105,110,2,1,1,100,93,96,85,100,100,100,85,3,3,4,97,95,99,90,100,100,100,98,3,2,4,19,43,100,113,107,1,1,4,5,1,1,3,3,1,1,0,0,0,0,1,0,0,0,0,0,10,10,10,8,9,10,10,10,9,10,7,10,10,10,10,9,8,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1067,2,85,80,100,100,80,100,100,80,4,4,5,100,80,90,79,100,90,100,100,4,4,5,100,105,100,100,100,100,115,107,6,2,1,85,90,100,80,100,100,100,100,3,3,5,100,85,100,100,85,100,100,110,4,3,5,90,100,97,97,100,100,97,95,3,4,5,100,95,100,100,95,100,100,90,4,3,4,100,100,100,100,100,100,100,100,4,4,5,97,93,98,95,100,99,100,100,4,4,5,100,95,100,100,100,95,95,85,4,4,4,95,95,95,100,95,97,97,97,4,4,5,100,80,85,90,95,100,105,100,4,4,5,80,90,100,95,90,100,100,95,3,3,5,90,95,100,79,95,100,100,100,3,3,5,85,90,98,85,95,100,95,100,3,3,5,98,95,97,100,100,100,98,100,3,3,5,105,103,108,105,100,100,100,103,4,2,1,100,97,95,80,96,100,100,95,4,3,5,95,90,95,97,100,97,97,98,6,3,5,-26,24,147,197,199,2,2,5,,1,,6,6,1,0,0,0,0,0,1,0,0,0,0,0,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1068,2,100,115,105,110,100,100,100,105,4,4,5,99,90,88,79,93,101,101,98,4,7,5,99,121,110,120,115,101,110,110,4,4,1,100,95,100,95,100,100,100,100,4,4,5,100,115,100,100,100,100,100,100,4,4,5,95,90,80,80,100,100,100,105,4,4,5,95,90,84,92,93,101,86,90,7,4,5,95,100,110,100,100,100,100,100,4,4,5,100,115,100,100,100,100,100,100,4,4,5,95,100,100,110,100,100,100,90,4,4,5,100,100,90,100,100,100,100,100,4,4,5,105,120,110,100,110,100,101,110,4,4,1,95,90,91,85,97,101,99,98,7,4,5,100,85,100,100,100,100,100,100,4,4,5,95,90,87,84,99,101,102,95,7,7,5,102,91,92,93,98,101,98,98,7,7,5,114,105,119,111,105,102,121,121,3,1,1,96,94,90,83,95,102,104,91,4,4,5,98,95,91,88,97,98,95,92,4,4,5,-13,-20,151,148,124,1,1,6,,1,1,5,6,1,0,0,0,0,0,1,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,9,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1069,2,79,79,100,79,100,100,100,90,3,4,5,100,80,100,79,100,100,100,85,4,4,5,100,105,100,110,100,100,115,110,7,4,1,80,98,95,80,100,100,100,100,3,3,5,80,80,80,80,88,100,100,100,4,3,5,80,79,80,80,95,100,94,79,4,3,5,80,85,90,85,95,100,100,95,6,3,5,79,95,85,79,80,100,100,100,7,4,5,85,85,92,95,92,99,100,95,3,4,5,95,98,96,93,100,85,100,95,3,4,5,80,80,80,95,100,100,100,95,3,4,5,100,98,102,100,98,100,110,105,4,4,5,90,98,100,96,100,100,100,95,3,3,5,110,115,108,120,105,100,101,104,5,4,1,79,79,100,79,90,100,100,100,4,4,5,79,79,100,79,95,100,100,100,4,4,5,100,100,100,100,100,100,100,100,4,4,1,85,85,85,80,100,100,100,100,4,3,5,100,85,95,79,95,100,95,95,4,4,5,25,0,126,200,124,,,,,1,1,6,6,,,,,,,1,0,0,0,0,0,10,10,10,2,2,2,2,2,2,2,10,2,2,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1070,2,90,90,100,90,98,100,100,95,4,3,5,100,97,100,97,100,100,100,100,4,4,5,100,105,105,100,100,100,105,100,4,4,1,90,95,95,95,100,100,100,95,4,3,4,99,99,99,99,99,100,100,100,4,4,3,90,90,100,95,99,100,100,95,4,4,5,95,85,99,100,100,100,100,97,2,3,5,95,100,95,99,100,100,100,100,4,4,4,95,95,100,95,99,100,100,100,4,3,5,100,100,100,100,100,100,100,100,4,4,3,98,96,98,98,100,100,100,100,3,4,4,100,103,103,103,100,100,103,100,6,4,1,90,90,100,98,100,100,100,95,4,4,5,100,105,105,105,101,100,100,100,6,4,1,90,97,100,97,100,100,100,100,3,2,5,94,90,100,95,100,100,100,100,4,3,5,105,102,105,100,100,100,100,105,5,4,1,100,100,100,100,100,100,100,100,4,4,4,95,92,100,97,100,100,100,100,4,4,5,0,0,100,110,110,2,,6,6,,,5,5,1,0,0,0,0,0,1,0,0,1,0,0,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
